gene,uniprot,text_call,confidence,text_dead_final,rationale_pass2,func_excerpt
FAR1,Q8WVX9,active,high,False,,Catalyzes the reduction of saturated and unsaturated C16 or C18 fatty acyl-CoA to fatty alcohols. It plays an essential 
PPP5C,P53041,active,high,False,,Serine/threonine-protein phosphatase that dephosphorylates a myriad of proteins involved in different signaling pathways
PPP2CB,P62714,active,med,False,,"Catalytic subunit of protein phosphatase 2A (PP2A), a serine/threonine phosphatase involved in the regulation of a wide "
PPP2CA,P67775,active,high,False,,"Catalytic subunit of protein phosphatase 2A (PP2A), a serine/threonine phosphatase involved in the regulation of a wide "
PPP3CA,Q08209,active,high,False,,"Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intrac"
PPP3CC,P48454,active,high,False,,"Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intrac"
PPP3CB,P16298,active,high,False,,"Calcium-dependent, calmodulin-stimulated protein phosphatase which plays an essential role in the transduction of intrac"
PPP4C,P60510,active,high,False,,"Protein phosphatase that is involved in many processes such as microtubule organization at centrosomes, maturation of sp"
PPEF1,O14829,active,high,False,,Dephosphorylates and destabilises PDCD5 to inhibit TP53/p53-mediated signaling. May have a role in the recovery or adapt
PPEF2,O14830,ambiguous,med,False,,May play a role in phototransduction. May dephosphorylate photoactivated rhodopsin. May function as a calcium sensing re
PPP6C,O00743,active,high,False,,Catalytic subunit of protein phosphatase 6 (PP6). PP6 is a component of a signaling pathway regulating cell cycle progre
PPP1CA,P62136,active,high,False,,Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosph
PPP1CC,P36873,active,high,False,,Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosph
PPP1CB,P62140,active,high,False,,Protein phosphatase that associates with over 200 regulatory proteins to form highly specific holoenzymes which dephosph
AOC2,O75106,active,high,False,,Catalyzes the oxidative deamination of primary amines to the corresponding aldehydes with the concomitant production of 
AOC3,Q16853,active,high,False,,Catalyzes the oxidative deamination of primary amines to the corresponding aldehydes with the concomitant production of 
AOC1,P19801,active,high,False,,Catalyzes the oxidative deamination of primary amines to the corresponding aldehydes with the concomitant production of 
LGSN,Q5TDP6,inactive,high,True,Explicitly states it does not seem to have enzymatic activity,May act as a component of the cytoskeleton or as a chaperone for the reorganization of intermediate filament proteins du
GLUL,P15104,active,high,False,,Glutamine synthetase that catalyzes the ATP-dependent conversion of glutamate and ammonia to glutamine. Its role depends
CPQ,Q9Y646,active,high,False,,Carboxypeptidase that may play an important role in the hydrolysis of circulating peptides. Catalyzes the hydrolysis of 
NAALADL1,Q9UQQ1,active,high,False,,Aminopeptidase with broad substrate specificity. Has lower activity with substrates that have Asp or Glu in the P2' posi
FOLH1,Q04609,active,high,False,,Has both folate hydrolase and N-acetylated-alpha-linked-acidic dipeptidase (NAALADase) activity. Has a preference for tr
NAALAD2,Q9Y3Q0,active,high,False,,Has N-acetylated-alpha-linked-acidic dipeptidase (NAALADase) activity. Also exhibits a dipeptidyl-peptidase IV type acti
FOLH1B,Q9HBA9,active,high,False,,Has both folate hydrolase and N-acetylated-alpha-linked-acidic dipeptidase (NAALADase) activity..; Exhibits a dipeptidyl
TFR2,Q9UP52,ambiguous,med,False,,"Mediates cellular uptake of transferrin-bound iron in a non-iron dependent manner. May be involved in iron metabolism, h"
TFRC,P02786,ambiguous,med,False,,Cellular uptake of iron occurs via receptor-mediated endocytosis of ligand-occupied transferrin receptor into specialize
NAALADL2,Q58DX5,inactive,high,True,Direct statement this protein may be catalytically inactive,May be catalytically inactive.
ODC1,P11926,active,high,False,,"Catalyzes the first and rate-limiting step of polyamine biosynthesis that converts ornithine into putrescine, which is t"
AZIN2,Q96A70,inactive,high,True,Text states AZI is an enzymatically inactive ODC homolog,Antizyme inhibitor (AZI) protein that positively regulates ornithine decarboxylase (ODC) activity and polyamine uptake. 
AZIN1,O14977,inactive,high,True,AZI stated to be enzymatically inactive ODC homolog,Antizyme inhibitor (AZI) protein that positively regulates ornithine decarboxylase (ODC) activity and polyamine uptake. 
CPA1,P15085,active,high,False,,"Carboxypeptidase that catalyzes the release of a C-terminal amino acid, but has little or no action with -Asp, -Glu, -Ar"
CPA2,P48052,active,high,False,,"Carboxypeptidase that catalyzes the release of a C-terminal amino acid, with a preference for large aromatic C-terminal "
CPA4,Q9UI42,active,high,False,,"Metalloprotease that cleaves hydrophobic C-terminal residues with a preference for -Phe, -Leu, -Ile, -Met, -Tyr and -Val"
CPA6,Q8N4T0,active,high,False,,May be involved in the proteolytic inactivation of enkephalins and neurotensin in some brain areas. May convert inactive
CPB2,Q96IY4,active,high,False,,Cleaves C-terminal arginine or lysine residues from biologically active peptides such as kinins or anaphylatoxins in the
CPO,Q8IVL8,active,high,False,,Carboxypeptidase which preferentially cleaves C-terminal acidic residues from peptides and proteins. Can also cleave C-t
CPD,O75976,active,high,False,,"Functions in the processing of proteins and peptides in the secretory pathway. Mechanistically, cleaves exclusively C-te"
CPN1,P15169,ambiguous,med,False,,Protects the body from potent vasoactive and inflammatory peptides containing C-terminal Arg or Lys (such as kinins or a
CPM,P14384,active,high,False,,Specifically removes C-terminal basic residues (Arg or Lys) from peptides and proteins. It is believed to play important
CPE,P16870,active,high,False,,Sorting receptor that directs prohormones to the regulated secretory pathway. Also acts as a prohormone processing enzym
CPZ,Q66K79,active,med,False,,"Specifically cleaves substrates and peptides with C-terminal basic amino acids, especially those containing C-terminal A"
PRMT1,Q99873,active,high,False,,Arginine methyltransferase that methylates (mono and asymmetric dimethylation) the guanidino nitrogens of arginyl residu
PRMT8,Q9NR22,active,high,False,,S-adenosyl-L-methionine-dependent and membrane-associated arginine methyltransferase that can both catalyze the formatio
PRMT3,O60678,active,high,False,,Protein-arginine N-methyltransferase that catalyzes both the monomethylation and asymmetric dimethylation of the guanidi
PRMT2,P55345,active,high,False,,"Arginine methyltransferase that methylates the guanidino nitrogens of arginyl residues in proteins such as STAT3, FBL, h"
CARM1,Q86X55,active,high,False,,Methylates (mono- and asymmetric dimethylation) the guanidino nitrogens of arginyl residues in several proteins involved
PRMT6,Q96LA8,active,high,False,,Arginine methyltransferase that can catalyze the formation of both omega-N monomethylarginine (MMA) and asymmetrical dim
PRMT7,Q9NVM4,active,high,False,,Arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and symmetrical dime
PRMT9,Q6P2P2,active,high,False,,Arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and symmetrical dime
PRMT5,O14744,active,high,False,,Arginine methyltransferase that can both catalyze the formation of omega-N monomethylarginine (MMA) and symmetrical dime
THUMPD2,Q9BTF0,active,high,False,,"Catalytic subunit of the THUMPD2-TRM112 methyltransferase complex, that specifically mediates the S-adenosyl-L-methionin"
MBLAC1,A4D2B0,active,high,False,,Endoribonuclease that catalyzes the hydrolysis of histone-coding pre-mRNA 3'-end. Involved in histone pre-mRNA processin
SLC3A2,P08195,active,high,False,,Acts as a chaperone that facilitates biogenesis and trafficking of functional transporters heterodimers to the plasma me
ISYNA1,Q9NPH2,active,high,False,,Key enzyme in myo-inositol biosynthesis pathway that catalyzes the conversion of glucose 6-phosphate to 1-myo-inositol 1
EXOG,Q9Y2C4,active,high,False,,"Endo/exonuclease with nicking activity towards supercoiled DNA, a preference for single-stranded DNA and 5'-3' exonuclea"
ENDOG,Q14249,active,high,False,,Endonuclease that preferentially catalyzes the cleavage of double-stranded 5-hydroxymethylcytosine (5hmC)-modified DNA. 
RETSAT,Q6NUM9,active,high,False,,"Catalyzes the saturation of all-trans-retinol to all-trans-13,14-dihydroretinol. Does not exhibit any activity toward al"
PCYOX1,Q9UHG3,active,high,False,,"Prenylcysteine oxidase that cleaves the thioether bond of prenyl-L-cysteines, such as farnesylcysteine and geranylgerany"
TOP3A,Q13472,active,high,False,,Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transi
TOP3B,O95985,active,high,False,,Releases the supercoiling and torsional tension of DNA introduced during the DNA replication and transcription by transi
MTHFD1,P11586,active,high,False,,Trifunctional enzyme that catalyzes the interconversion of three forms of one-carbon-substituted tetrahydrofolate: (6R)-
MTHFD1L,Q6UB35,ambiguous,low,False,,May provide the missing metabolic reaction required to link the mitochondria and the cytoplasm in the mammalian model of
MTHFD2,P13995,active,high,False,,"Although its dehydrogenase activity is NAD-specific, it can also utilize NADP at a reduced efficiency.."
MTHFD2L,Q9H903,active,high,False,,Bifunctional mitochondrial folate-interconverting enzyme that has both NAD/NADP-dependent methylenetetrahydrofolate dehy
CHDH,Q8NE62,active,high,False,,Catalyzes the dehydrogenation of choline to betaine aldehyde in the mitochondria (By similarity). Involved in mitochondr
KDM4A,O75164,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-9' and 'Lys-36' residues of histone H3, thereby playing a centra"
KDM4C,Q9H3R0,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-9' and 'Lys-36' residues of histone H3, thereby playing a centra"
KDM4B,O94953,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-9' of histone H3, thereby playing a role in histone code. Does n"
KDM4D,Q6B0I6,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-9' of histone H3, thereby playing a central role in histone code"
KDM4F,A0A1W2PPD8,active,high,False,,"Probable histone demethylase that specifically demethylates 'Lys-9' of histone H3, thereby playing a central role in his"
KDM4E,B2RXH2,active,high,False,,"Histone demethylase that demethylates trimethylated 'Lys-9' of histone H3 into monomethylated form, thereby playing a ce"
KDM5C,P41229,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-4' of histone H3, thereby playing a central role in histone code"
KDM5D,Q9BY66,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-4' of histone H3, thereby playing a central role in histone code"
KDM5B,Q9UGL1,active,high,False,,"Histone demethylase that demethylates 'Lys-4' of histone H3, thereby playing a central role in histone code. Does not de"
KDM5A,P29375,active,high,False,,"Histone demethylase that specifically demethylates 'Lys-4' of histone H3, thereby playing a central role in histone code"
JARID2,Q92833,inactive,high,False,"Describes accessory role in histone methylation, no statement this protein lacks catalytic activity","Regulator of histone methyltransferase complexes that plays an essential role in embryonic development, including heart "
RARS2,Q5T160,active,high,False,,Catalyzes the attachment of arginine to tRNA(Arg) in a two-step reaction: arginine is first activated by ATP to form Arg
RARS1,P54136,active,high,False,,Forms part of a macromolecular complex that catalyzes the attachment of specific amino acids to cognate tRNAs during pro
DNTT,P04053,active,high,False,,Template-independent DNA polymerase which catalyzes the random addition of deoxynucleoside 5'-triphosphate to the 3'-end
POLM,Q9NP87,active,high,False,,Catalyzes template-directed nucleotide addition during gap filling at DNA double-strand breaks. Functions as a gap-filli
POLL,Q9UGP5,active,high,False,,DNA polymerase that functions in several pathways of DNA repair. Involved in base excision repair (BER) responsible for 
POLB,P06746,active,high,False,,"Repair polymerase that plays a key role in base-excision repair. During this process, the damaged base is excised by spe"
SETD7,Q8WTS6,active,high,False,,Histone methyltransferase that specifically monomethylates 'Lys-4' of histone H3. H3 'Lys-4' methylation represents a sp
ALOXE3,Q9BYJ1,active,high,False,,Non-heme iron-containing lipoxygenase which is atypical in that it displays a prominent hydroperoxide isomerase activity
ALOX5,P09917,active,high,False,,"Catalyzes the oxygenation of arachidonate ((5Z,8Z,11Z,14Z)-eicosatetraenoate) to 5-hydroperoxyeicosatetraenoate (5-HPETE"
ALOX12,P18054,active,high,False,,Catalyzes the regio and stereo-specific incorporation of molecular oxygen into free and esterified polyunsaturated fatty
ALOX15B,O15296,active,med,False,,[Isoform A]: Non-heme iron-containing dioxygenase that catalyzes the stereo-specific peroxidation of free and esterified
ALOX12B,O75342,active,high,False,,Catalyzes the regio and stereo-specific incorporation of a single molecule of dioxygen into free and esterified polyunsa
ALOX15,P16050,active,high,False,,Non-heme iron-containing dioxygenase that catalyzes the stereo-specific peroxidation of free and esterified polyunsatura
FTCD,O95954,active,high,False,,"Folate-dependent enzyme, that displays both transferase and deaminase activity. Serves to channel one-carbon units from "
GNMT,Q14749,active,high,False,,Catalyzes the methylation of glycine by using S-adenosylmethionine (AdoMet) to form N-methylglycine (sarcosine) with the
DHDH,Q9UQ10,active,high,False,,Catalyzes the NADP(+)-linked oxidation of trans-dihydrodiols of aromatic hydrocarbons to the corresponding catechols. It
GFOD2,Q3B7J2,ambiguous,low,False,,Promotes matrix assembly..
GFOD1,Q9NXC2,inactive,high,True,States protein probably catalytically inactive,Probably catalytically inactive enzyme. Does not bind NAD or NADP..
BLVRA,P53004,active,high,False,,"Reduces the gamma-methene bridge of the open tetrapyrrole, biliverdin IXalpha, to bilirubin with the concomitant oxidati"
LSS,P48449,active,high,False,,"Key enzyme in the cholesterol biosynthesis pathway. Catalyzes the cyclization of (S)-2,3 oxidosqualene to lanosterol, a "
SETD3,Q86TU7,active,high,False,,Protein-histidine N-methyltransferase that specifically mediates 3-methylhistidine (tele-methylhistidine) methylation of
SETD4,Q9NVD3,active,high,False,,"Protein-lysine N-methyltransferase that methylates both histones and non-histone proteins. Via its catalytic activity, r"
SETD6,Q8TBK2,active,high,False,,"Protein-lysine N-methyltransferase. Monomethylates 'Lys-310' of the RELA subunit of NF-kappa-B complex, leading to down-"
ENO2,P09104,active,high,False,,Enolase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate in glycolysis and the reverse reactio
ENO1,P06733,active,high,False,,Enolase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate in glycolysis and the reverse reactio
ENO3,P13929,active,high,False,,Enolase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate in glycolysis and the reverse reactio
ENO4,A6NNW6,active,high,False,,Enolase that catalyzes the conversion of 2-phosphoglycerate to phosphoenolpyruvate in glycolysis and the reverse reactio
PTGES2,Q9H7Z7,active,med,False,,Isomerase that catalyzes the conversion of PGH2 into the more stable prostaglandin E2 (PGE2) (in vitro). The biological 
LYZ,P61626,active,high,False,,Lysozymes have primarily a bacteriolytic function; those in tissues and body fluids are associated with the monocyte-mac
SPACA3,Q8IXA5,ambiguous,high,False,,Sperm surface membrane protein that may be involved in sperm-egg plasma membrane adhesion and fusion during fertilizatio
LYZL6,O75951,active,high,False,,May be involved sperm-egg plasma membrane adhesion and fusion during fertilization. Exhibits bacteriolytic activity in v
LYZL4,Q96KX0,inactive,high,True,No detectable lysozyme/bacteriolytic activity for this protein,May be involved in fertilization (By similarity). Has no detectable bacteriolytic and lysozyme activities in vitro (By s
LALBA,P00709,active,high,False,,"Regulatory subunit of lactose synthase, changes the substrate specificity of galactosyltransferase in the mammary gland "
MAN1B1,Q9UKM7,active,high,False,,Involved in glycoprotein quality control targeting of misfolded glycoproteins for degradation. It primarily trims a sing
MAN1C1,Q9NR34,active,high,False,,"Involved in the maturation of Asn-linked oligosaccharides. Trim alpha-1,2-linked mannose residues from Man(9)GlcNAc(2) t"
MAN1A1,P33908,active,high,False,,"Involved in the maturation of Asn-linked oligosaccharides. Progressively trim alpha-1,2-linked mannose residues from Man"
MAN1A2,O60476,active,high,False,,"Involved in the maturation of Asn-linked oligosaccharides. Progressively trim alpha-1,2-linked mannose residues from Man"
EDEM3,Q9BZQ6,ambiguous,med,False,,"Involved in endoplasmic reticulum-associated degradation (ERAD). Accelerates the glycoprotein ERAD by proteasomes, by ca"
EDEM1,Q92611,active,med,False,,"Extracts misfolded glycoproteins, but not glycoproteins undergoing productive folding, from the calnexin cycle. It is di"
EDEM2,Q9BV94,ambiguous,med,False,,Involved in the endoplasmic reticulum-associated degradation (ERAD) pathway that targets misfolded glycoproteins for deg
METAP2,P50579,active,high,False,,Cotranslationally removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved wh
PA2G4,Q9UQ80,ambiguous,high,False,,May play a role in a ERBB3-regulated signal transduction pathway. Seems be involved in growth regulation. Acts a corepre
METAP1D,Q6UB28,active,high,False,,Removes the N-terminal methionine from nascent proteins. The N-terminal methionine is often cleaved when the second resi
TYMP,P19971,active,high,False,,"May have a role in maintaining the integrity of the blood vessels. Has growth promoting activity on endothelial cells, a"
DDO,Q99489,active,high,False,,"Selectively catalyzes the oxidative deamination of acidic amino acids. Suppresses the level of D-aspartate in the brain,"
DAO,P14920,active,high,False,,Catalyzes the oxidative deamination of D-amino acids with broad substrate specificity. Required to catabolize D-amino ac
TARS1,P26639,active,high,False,,Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction: threonine is first activated by ATP to form T
TARS3,A2RTX5,active,high,False,,Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction: threonine is first activated by ATP to form T
TARS2,Q9BW92,active,high,False,,Catalyzes the attachment of threonine to tRNA(Thr) in a two-step reaction: threonine is first activated by ATP to form T
PARS2,Q7L3T8,active,high,False,,Mitochondrial aminoacyl-tRNA synthetase that catalyzes the specific attachment of the proline amino acid (aa) to the hom
GARS1,P41250,active,high,False,,"Catalyzes the ATP-dependent ligation of glycine to the 3'-end of its cognate tRNA, via the formation of an aminoacyl-ade"
BCAT2,O15382,active,high,False,,"Catalyzes the first reaction in the catabolism of the essential branched chain amino acids leucine, isoleucine, and vali"
BCAT1,P54687,active,high,False,,"Catalyzes the first reaction in the catabolism of the essential branched chain amino acids leucine, isoleucine, and vali"
ETFDH,Q16134,active,high,False,,Links fatty acid beta-oxidation and amino acid catabolism to the respiratory chain by transferring electrons from the el
SHMT1,P34896,active,high,False,,Pyridoxal phosphate (PLP)-dependent enzyme that catalyzes the reversible conversion of serine and tetrahydrofolate (THF)
SHMT2,P34897,active,high,False,,"Catalyzes the cleavage of serine to glycine accompanied with the production of 5,10-methylenetetrahydrofolate, an essent"
PREP,P48147,active,high,False,,Cleaves peptide bonds on the C-terminal side of prolyl residues within peptides that are up to approximately 30 amino ac
PREPL,Q4J6C6,active,high,False,,Serine peptidase whose precise substrate specificity remains unclear. Does not cleave peptides after a arginine or lysin
LIPE,Q05469,active,high,False,,"Lipase with broad substrate specificity, catalyzing the hydrolysis of triacylglycerols (TAGs), diacylglycerols (DAGs), m"
HMOX2,P30519,active,high,False,,"[Heme oxygenase 2]: Catalyzes the oxidative cleavage of heme at the alpha-methene bridge carbon, released as carbon mono"
HMOX1,P09601,active,high,False,,"[Heme oxygenase 1]: Catalyzes the oxidative cleavage of heme at the alpha-methene bridge carbon, released as carbon mono"
MTHFS,P49914,active,high,False,,Contributes to tetrahydrofolate metabolism. Helps regulate carbon flow through the folate-dependent one-carbon metabolic
NT5M,Q9NPB1,active,high,False,,Dephosphorylates preferentially the 5'- and 2'(3')-phosphates of uracil and thymine (deoxy)ribonucleotide monophosphates
NT5C,Q8TCD5,active,high,False,,"Dephosphorylates the 5' and 2'(3')-phosphates of deoxyribonucleotides, with a preference for dUMP (Ref.12). Also dephosp"
DARS1,P14868,active,high,False,,Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is firs
NARS1,O43776,active,high,False,,Catalyzes the attachment of asparagine to tRNA(Asn) in a two-step reaction: asparagine is first activated by ATP to form
NARS2,Q96I59,active,high,False,,Mitochondrial aminoacyl-tRNA synthetase that catalyzes the specific attachment of the asparagine amino acid (aa) to the 
DARS2,Q6PI48,active,high,False,,Catalyzes the attachment of aspartate to tRNA(Asp) in a two-step reaction: aspartate is first activated by ATP to form A
KARS1,Q15046,active,high,False,,Catalyzes the specific attachment of an amino acid to its cognate tRNA in a 2 step reaction: the amino acid (AA) is firs
DHPS,P49366,active,high,False,,Catalyzes the NAD-dependent oxidative cleavage of spermidine and the subsequent transfer of the butylamine moiety of spe
CIROP,A0A1B0GTW7,ambiguous,med,False,,Putative metalloproteinase that plays a role in left-right patterning process..
LMLN,Q96KR4,ambiguous,low,False,,Metalloprotease..
LARS2,Q15031,active,high,False,,Catalyzes the attachment of leucine to its cognate tRNA..
GATM,P50440,active,high,False,,Transamidinase that catalyzes the transfer of the amidino group of L-arginine onto the amino moiety of acceptor metaboli
NME7,Q9Y5B8,active,high,False,,"Possesses an intrinsic kinase activity. Phosphorylates GSK3B at 'Ser-9', leading to the activation of Wnt/beta-catenin s"
NME2,P22392,active,high,False,,"Catalyzes the transfer of a gamma-phosphoryl group from a nucleoside triphosphate, mainly ATP, to a nucleoside diphospha"
NME1,P15531,active,high,False,,"Catalyzes the transfer of a gamma-phosphoryl group from a nucleoside triphosphate, mainly ATP, to a nucleoside diphospha"
NME3,Q13232,active,high,False,,"Catalyzes the transfer of a gamma-phosphoryl group from a nucleoside triphosphate, mainly ATP, to a nucleoside diphospha"
NME4,O00746,active,high,False,,Mitochondria-specific nucleoside diphosphate kinase that catalyzes the transfer of a gamma-phosphoryl group from ATP to 
NME5,P56597,ambiguous,med,False,,"Functions as part of axonemal radial spoke complexes, which play an important part in the motility of sperm and cilia (B"
NME6,O75414,active,high,False,,"Catalytic subunit of a complex with RCC1L, which catalyzes the transfer of a gamma-phosphoryl group from a nucleoside tr"
NME9,Q86XW9,ambiguous,low,False,,May be a regulator of microtubule physiology..
ARG2,P78540,ambiguous,med,False,,May play a role in the regulation of extra-urea cycle arginine metabolism and also in down-regulation of nitric oxide sy
ARG1,P05089,active,high,False,,"Key element of the urea cycle converting L-arginine to urea and L-ornithine, which is further metabolized into metabolit"
AGMAT,Q9BSE5,active,high,False,,Hydrolyzes linear guanidino acids to form urea and the corresponding amines. Displays specificity for substrates having 
PCYT2,Q99447,active,high,False,,Ethanolamine-phosphate cytidylyltransferase that catalyzes the second step in the synthesis of phosphatidylethanolamine 
PCYT1A,P49585,active,high,False,,Catalyzes the key rate-limiting step in the CDP-choline pathway for phosphatidylcholine biosynthesis..
PCYT1B,Q9Y5K3,active,high,False,,[Isoform 1]: Catalyzes the key rate-limiting step in the CDP-choline pathway for phosphatidylcholine biosynthesis..; [Is
CRAT,P43155,active,high,False,,Catalyzes the reversible transfer of acyl groups from carnitine to coenzyme A (CoA) and regulates the acyl-CoA/CoA ratio
CHAT,P28329,active,high,False,,Catalyzes the reversible synthesis of acetylcholine (ACh) from acetyl CoA and choline at cholinergic synapses..
CPT1A,P50416,active,high,False,,"Catalyzes the transfer of the acyl group of long-chain fatty acid-CoA conjugates onto carnitine, an essential step for t"
CPT1B,Q92523,active,high,False,,"Catalyzes the transfer of the acyl group of long-chain fatty acid-CoA conjugates onto carnitine, an essential step for t"
CPT1C,Q8TCG5,active,high,False,,Palmitoyl thioesterase specifically expressed in the endoplasmic reticulum of neurons. Modulates the trafficking of the 
CROT,Q9UKG9,active,high,False,,Beta-oxidation of fatty acids. The highest activity concerns the C6 to C10 chain length substrate. Converts the end prod
CPT2,P23786,active,high,False,,Involved in the intramitochondrial synthesis of acylcarnitines from accumulated acyl-CoA metabolites. Reconverts acylcar
PADI4,Q9UM07,active,high,False,,"Catalyzes the citrullination/deimination of arginine residues of proteins such as histones, thereby playing a key role i"
PADI3,Q9ULW8,active,high,False,,Catalyzes the deimination of arginine residues of proteins..
PADI1,Q9ULC6,active,high,False,,Catalyzes the deimination of arginine residues of proteins..
PADI2,Q9Y2J8,active,high,False,,Catalyzes the deimination of arginine residues of proteins..
PADI6,Q6TGC4,inactive,high,False,No statement about loss or lack of catalytic activity; describes structural role,"Structural constituent of cytoplasmic lattices, which plays a key role in early embryonic development. Cytoplasmic latti"
CRYM,Q14894,active,high,False,,"Catalyzes the NAD(P)H-dependent reduction of imine double bonds of a number of cyclic ketimine substrates, including sul"
PON1,P27169,active,high,False,,Hydrolyzes the toxic metabolites of a variety of organophosphorus insecticides. Capable of hydrolyzing a broad spectrum 
PON2,Q15165,active,high,False,,Capable of hydrolyzing lactones and a number of aromatic carboxylic acid esters. Has antioxidant activity. Is not associ
PON3,Q15166,active,high,False,,Has low activity towards the organophosphate paraxon and aromatic carboxylic acid esters. Rapidly hydrolyzes lactones su
AANAT,Q16613,active,high,False,,Controls the night/day rhythm of melatonin production in the pineal gland. Catalyzes the N-acetylation of serotonin into
ART1,P52961,active,high,False,,Has ADP-ribosyltransferase activity toward GLP1R..
DERA,Q9Y315,active,high,False,,Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy-D-ribose
GALM,Q96C23,active,high,False,,Mutarotase that catalyzes the interconversion of beta-D-galactose and alpha-D-galactose during galactose metabolism. Bet
PKM,P14618,active,high,False,,Catalyzes the final rate-limiting step of glycolysis by mediating the transfer of a phosphoryl group from phosphoenolpyr
PKLR,P30613,active,high,False,,"Pyruvate kinase that catalyzes the conversion of phosphoenolpyruvate to pyruvate with the synthesis of ATP, and which pl"
PGPEP1,Q9NXJ5,active,high,False,,Removes 5-oxoproline from various penultimate amino acid residues except L-proline..
GET3,O43681,active,high,False,,ATPase required for the post-translational delivery of tail-anchored (TA) proteins to the endoplasmic reticulum. Recogni
ATP2A1,O14983,active,high,False,,Key regulator of striated muscle performance by acting as the major Ca(2+) ATPase responsible for the reuptake of cytoso
ATP2A2,P16615,active,high,False,,This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the translocation of calcium from the cytos
ATP2A3,Q93084,active,high,False,,This magnesium-dependent enzyme catalyzes the hydrolysis of ATP coupled with the transport of calcium. Transports calciu
ATP1A2,P50993,active,high,False,,"Catalytic subunit of the Na(+)/K(+)-ATPase that hydrolyzes ATP to exchange ions across the plasma membrane, exporting 3 "
ATP1A4,Q13733,active,high,False,,Sperm-specific catalytic alpha subunit of the Na(+)/K(+)-ATPase responsible for ATP-dependent Na(+)/K(+) exchange across
ATP1A3,P13637,active,high,False,,"Neuron-specific alpha catalytic component of the Na(+)/K(+)-transporting ATPase, which catalyzes the hydrolysis of ATP c"
ATP1A1,P05023,active,high,False,,"Catalytic subunit of the Na(+)/K(+)-ATPase pump that hydrolyzes ATP to exchange ions across the plasma membrane, exporti"
ATP4A,P20648,active,high,False,,The catalytic subunit of the gastric H(+)/K(+) ATPase pump which transports H(+) ions in exchange for K(+) ions across t
ATP12A,P54707,active,high,False,,The catalytic subunit of a H(+)/K(+) ATPase and/or Na(+)/K(+) ATPase pump which transports K(+) ions in exchange for Na(
ATP2C1,P98194,active,high,False,,"ATP-driven pump that supplies the Golgi apparatus with Ca(2+) and Mn(2+) ions, both essential cofactors for processing a"
ATP2C2,O75185,active,high,False,,"ATP-driven pump that supplies the Golgi apparatus with Ca(2+) and Mn(2+) ions, both essential cofactors for processing a"
ATP2B3,Q16720,active,high,False,,ATP-driven Ca(2+) ion pump involved in the maintenance of basal intracellular Ca(2+) levels at the presynaptic terminals
ATP2B4,P23634,active,high,False,,Calcium/calmodulin-regulated and magnesium-dependent enzyme that catalyzes the hydrolysis of ATP coupled with the transp
ATP2B2,Q01814,active,high,False,,ATP-driven Ca(2+) ion pump involved in the maintenance of basal intracellular Ca(2+) levels in specialized cells of cere
ATP2B1,P20020,active,high,False,,Catalyzes the hydrolysis of ATP coupled with the transport of calcium from the cytoplasm to the extracellular space ther
ATP13A4,Q4VNC1,ambiguous,high,False,,"Polyamine transporter mediating cellular uptake of putrescine, spermidine and spermine (Probable). May be involved in th"
ATP13A3,Q9H7F0,active,high,False,,ATP-driven pump involved in endocytosis-dependent polyamine transport. Uses ATP as an energy source to transfer polyamin
ATP13A2,Q9NQ11,active,high,False,,ATPase which acts as a lysosomal polyamine exporter with high affinity for spermine. Also stimulates cellular uptake of 
ATP8B1,O43520,active,high,False,,Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of ph
ATP11C,Q8NB49,active,high,False,,Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of am
ATP8B4,Q8TF62,active,high,False,,Component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of aminophospho
ATP11A,P98196,active,high,False,,Catalytic component of a P4-ATPase flippase complex which catalyzes the hydrolysis of ATP coupled to the transport of am
