target_acc,gene,home_family_name,mr_top_class,expected_cofactor,experimental_channel,channel_note,cofactor_predicted,cofactor_observed,n_cof_observed,cofactor_concordance,override_pos,metabolite_relevance
Q7Z4J2,GLT6D1,"alpha-1,3-galactosetransferase",nucleotide(pyrimidine),UTP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",UTP,,0,predicted_not_measurable,True,0.2632
Q9UEY8,ADD3,L-fuculose-phosphate aldolase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;biotin,4,no_prediction,True,0.10500000000000001
P35612,ADD2,L-fuculose-phosphate aldolase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,FAD;FMN;PLP,3,no_prediction,True,0.10500000000000001
P35611,ADD1,L-fuculose-phosphate aldolase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,FAD;FMN,2,no_prediction,True,0.10500000000000001
Q96GX9,APIP,L-ribulose-5-phosphate 4-epimerase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;MeB12;NADH;THF;TPP;ascorbic_acid;folinic_acid,9,no_prediction,False,0.13999999999999999
Q9H477,RBKS,ribokinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;TPP,2,predicted_not_measurable,False,0.38675
P50053,KHK,ribokinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;THF;TPP;ascorbic_acid,6,predicted_not_measurable,False,0.3094
P55263,ADK,adenosine kinase,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,predicted_not_measurable,False,0.44029999999999997
O94925,GLS,glutaminase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;PLP;PQQ;TPP,7,no_prediction,False,0.0
Q9UI32,GLS2,glutaminase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9BXR0,QTRT1,tRNA-guanine transglycosylase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;MeB12;NADH;NADPH;THF;TPP;ascorbic_acid;folinic_acid,10,no_prediction,False,0.13999999999999999
Q9H974,QTRT2,tRNA-guanine transglycosylase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,no_prediction,False,0.13999999999999999
Q92820,GGH,gamma-glutamyl hydrolase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid,9,no_prediction,False,0.0
Q6PCE3,PGM2L1,phosphomannomutase/ phosphoglucomutase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;MeB12;PQQ;THF;TPP,6,no_prediction,False,0.315
Q96G03,PGM2,phosphomannomutase/ phosphoglucomutase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,no_prediction,False,0.315
Q9UGM6,WARS2,tryptophan---tRNA ligase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,MeB12;PLP;PQQ,3,no_prediction,False,0.0
P12081,HARS1,Histidyl-tRNA synthetase (class II) (HARS1),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,no_prediction,False,0.0
P49590,HARS2,Histidyl-tRNA synthetase (class II) (HARS1),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid,11,no_prediction,False,0.0
P11217,PYGM,Glycogen phosphorylase,cofactor(PLP),PLP,measurable,in PISA/PELSA panel,PLP,CoA;FAD;FMN;MeB12;NADH;NADPH;THF;ascorbic_acid;folinic_acid,9,observed_other,False,0.63
P11216,PYGB,Glycogen phosphorylase,cofactor(PLP),PLP,measurable,in PISA/PELSA panel,PLP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,observed_concordant,False,0.63
P06737,PYGL,Glycogen phosphorylase,cofactor(PLP),PLP,measurable,in PISA/PELSA panel,PLP,FAD;FMN;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,observed_concordant,False,0.63
Q11201,ST3GAL1,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q16842,ST3GAL2,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9UNP4,ST3GAL5,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q11203,ST3GAL3,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q11206,ST3GAL4,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9Y274,ST3GAL6,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q92187,ST8SIA4,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
O43173,ST8SIA3,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
O15466,ST8SIA5,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q92186,ST8SIA2,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P61647,ST8SIA6,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q96JF0,ST6GAL2,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q92185,ST8SIA1,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9H4F1,ST6GALNAC4,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q8NDV1,ST6GALNAC3,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9NSC7,ST6GALNAC1,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9BVH7,ST6GALNAC5,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q969X2,ST6GALNAC6,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9UJ37,ST6GALNAC2,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P15907,ST6GAL1,"beta-galactoside alpha-2,3-sialyltransferase",substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q8N335,GPD1L,glycerol-3-phosphate dehydrogenase (NAD+),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,NAD,CoA;FAD;FMN;MeB12;NAD;NADH;NADP;NADPH;PLP;PQQ;THF;ascorbic_acid;folinic_acid,13,observed_concordant,False,0.1134
P21695,GPD1,glycerol-3-phosphate dehydrogenase (NAD+),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.06615
Q8IVS2,MCAT,malonyl-CoA-acyl carrier protein transacylase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,CoA,FAD;NADPH;PQQ,3,observed_other,False,0.0
Q8IV48,ERI1,3'-5' exoribonuclease 1,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,CoA;FAD;FMN;PLP;PQQ;THF,6,predicted_not_measurable,False,0.595
A8K979,ERI2,3'-5' exoribonuclease 1,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,PQQ,1,predicted_not_measurable,False,0.47004999999999997
O43414,ERI3,3'-5' exoribonuclease 1,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FAD;FMN;NADH;NADPH;THF;TPP;ascorbic_acid;folinic_acid,8,predicted_not_measurable,False,0.52955
Q9H6T0,ESRP2,3'-5' exoribonuclease 1,nucleotide(ATP/ADP/AMP),ATP,nucleotide_predicted,"structure-predicted pocket; NOT in PISA/PELSA panel (predicted, not measured)",ATP,FMN;PQQ,2,predicted_not_measurable,True,0.12494999999999999
Q16775,HAGH,hydroxyacylglutathione hydrolase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,CoA;FMN;PQQ;THF,4,observed_other,False,0.5249999999999999
Q8N490,PNKD,hydroxyacylglutathione hydrolase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.483
Q6PII5,HAGHL,hydroxyacylglutathione hydrolase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.36224999999999996
O95571,ETHE1,hydroxyacylglutathione hydrolase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,CoA;FAD;FMN;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,observed_other,False,0.42525
Q68D91,MBLAC2,hydroxyacylglutathione hydrolase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,THF,1,observed_other,False,0.5249999999999999
P04406,GAPDH,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) (type I),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,CoA;FAD;FMN;MeB12;NADH;PLP;THF;TPP;ascorbic_acid;folinic_acid,10,observed_concordant,False,0.6719999999999999
O14556,GAPDHS,glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) (type I),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.63
P00492,HPRT1,hypoxanthine phosphoribosyltransferase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;NADH;NADPH;PLP;THF;TPP;ascorbic_acid,9,no_prediction,False,0.315
Q9NRG1,PRTFDC1,hypoxanthine phosphoribosyltransferase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;THF;TPP;ascorbic_acid;folinic_acid,8,no_prediction,True,0.36292
P49189,ALDH9A1,betaine-aldehyde dehydrogenase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,NAD;NADP,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,observed_concordant,False,0.0
P00352,ALDH1A1,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,,0,predicted_not_observed,False,0.651
O94788,ALDH1A2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,observed_concordant,False,0.623
P05091,ALDH2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,CoA;FAD;FMN;MeB12;NAD;NADH;NADPH;THF;TPP;ascorbic_acid;folinic_acid,11,observed_concordant,False,0.7
P47895,ALDH1A3,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,PQQ,1,observed_other,False,0.5459999999999999
P30837,ALDH1B1,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,CoA;FAD;FMN;MeB12;NAD;NADH;PLP;PQQ;THF;TPP;ascorbic_acid,11,observed_concordant,False,0.623
Q8IZ83,ALDH16A1,betaine-aldehyde dehydrogenase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,NAD;NADP,FAD;FMN;PQQ;THF;TPP;ascorbic_acid;folinic_acid,7,observed_other,True,0.0
Q9H2A2,ALDH8A1,betaine-aldehyde dehydrogenase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q02252,ALDH6A1,betaine-aldehyde dehydrogenase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,NAD;NADP,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;ascorbic_acid,8,observed_other,False,0.0
P51649,ALDH5A1,betaine-aldehyde dehydrogenase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,NAD;NADP,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,observed_concordant,False,0.0
P49419,ALDH7A1,betaine-aldehyde dehydrogenase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,NAD;NADP,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;THF;TPP;ascorbic_acid;folinic_acid,11,observed_concordant,False,0.0
P30838,ALDH3A1,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,False,0.42
P51648,ALDH3A2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,,0,predicted_not_observed,False,0.35
P43353,ALDH3B1,glyceraldehyde-3-phosphate dehydrogenase (NADP+),redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NADP,,0,predicted_not_observed,False,0.32899999999999996
P48448,ALDH3B2,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD,,0,predicted_not_observed,True,0.48299999999999993
P30038,ALDH4A1,aldehyde dehydrogenase (NAD+) (class 2),redox-cofactor(NAD),NAD,measurable,in PISA/PELSA panel,NAD;NADP,FMN;NADPH;PQQ,3,observed_concordant,False,0.35
P54886,ALDH18A1,glyceraldehyde-3-phosphate dehydrogenase (NADP+),redox-cofactor(NADP),NADP,measurable,in PISA/PELSA panel,NAD;NADP,FAD;FMN;MeB12;NADH;PLP;PQQ;THF;TPP,8,observed_concordant,False,0.24499999999999997
P09467,FBP1,fructose-bisphosphatase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.3087
O00757,FBP2,fructose-bisphosphatase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.3087
P13497,BMP1,astacin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.13999999999999999
Q9Y6L7,TLL2,astacin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.13999999999999999
O43897,TLL1,astacin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.061746666666666665
Q16820,MEP1B,astacin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.13999999999999999
Q16819,MEP1A,astacin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.13999999999999999
Q6HA08,ASTL,astacin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,,0,no_prediction,False,0.13999999999999999
P0CG29,GSTT2,DDT-dehydrochlorinase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.35175
P0CG30,GSTT2B,DDT-dehydrochlorinase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.35175
A0A1W2PR19,GSTT4,DDT-dehydrochlorinase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.35175
P30711,GSTT1,DDT-dehydrochlorinase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.35175
Q8TB36,GDAP1,DDT-dehydrochlorinase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.26249999999999996
Q96MZ0,GDAP1L1,DDT-dehydrochlorinase,glutathione/thiol,glutathione,not_applicable,no defined small-molecule cofactor,glutathione,,0,predicted_not_observed,False,0.2415
O95340,PAPSS2,sulfate adenylyltransferase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,FAD;FMN;PLP;PQQ;THF;TPP,6,no_prediction,False,0.048999999999999995
O43252,PAPSS1,sulfate adenylyltransferase,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,13,no_prediction,False,0.048999999999999995
P35754,GLRX,protein disulfide oxidoreductase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;biotin;folinic_acid,12,no_prediction,True,0.0
Q9NS18,GLRX2,protein disulfide oxidoreductase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FMN,1,no_prediction,True,0.0
Q99707,MTR,methionine synthase,cofactor(B12),B12,measurable,in PISA/PELSA panel,B12;THF;folinic_acid,CoA;FAD;FMN;MeB12;PLP;ascorbic_acid;folinic_acid,7,observed_concordant,False,0.5355
Q9BYT8,NLN,neurolysin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;MeB12;NADPH;THF;TPP;ascorbic_acid;folinic_acid,9,no_prediction,False,0.1162
P52888,THOP1,neurolysin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,10,no_prediction,False,0.0938
Q99797,MIPEP,neurolysin,metal,,blind_metal,metal/Fe-S site; outside cofactor assay scope,,CoA;FAD;FMN;NADH;NADPH;THF;TPP;ascorbic_acid,8,no_prediction,False,0.13999999999999999
Q13526,PIN1,peptidylprolyl isomerase (PpiC-type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;TPP;ascorbic_acid;folinic_acid,12,no_prediction,False,0.0
Q9Y237,PIN4,peptidylprolyl isomerase (PpiC-type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;PQQ,4,no_prediction,True,0.0
Q6AWC2,WWC2,peptidylprolyl isomerase (PpiC-type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PQQ,3,no_prediction,True,0.0
Q8IX03,WWC1,peptidylprolyl isomerase (PpiC-type),substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;NADPH;PLP;PQQ,5,no_prediction,True,0.0
P06744,GPI,glucose-6-phosphate isomerase,substrate/ligand(other),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PQQ;THF;TPP;ascorbic_acid;folinic_acid,11,no_prediction,False,0.315
Q93009,USP7,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;NADH;NADPH;PLP;PQQ;THF;ascorbic_acid;folinic_acid,11,no_prediction,False,0.0
Q96K76,USP47,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PLP;PQQ;ascorbic_acid,5,no_prediction,False,0.0
Q6QN14,USP17L6P,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q86UV5,USP48,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FMN;MeB12;THF;ascorbic_acid,4,no_prediction,False,0.0
D6R9N7,USP17L18,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
D6RBQ6,USP17L17,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
D6RCP7,USP17L19,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
C9JVI0,USP17L11,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
D6RA61,USP17L22,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
C9JLJ4,USP17L13,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q0WX57,USP17L24,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
D6RJB6,USP17L20,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q9UPU5,USP24,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;ascorbic_acid,8,no_prediction,False,0.0
C9JPN9,USP17L12,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
D6R901,USP17L21,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
C9J2P7,USP17L15,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
Q6R6M4,USP17L2,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
A8MUK1,USP17L5,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
O75317,USP12,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
A6NCW0,USP17L3,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
C9JJH3,USP17L10,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P62068,USP46,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
P0C7I0,USP17L8,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q7RTZ2,USP17L1,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,False,0.0
A6NCW7,USP17L4,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q9NVE5,USP40,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,PQQ,1,no_prediction,False,0.0
Q70CQ2,USP34,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;NADH;NADP;PLP;PQQ;THF;ascorbic_acid;biotin,10,no_prediction,False,0.0
Q9H9J4,USP42,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FMN;PLP;PQQ;THF,4,no_prediction,False,0.0
Q93008,USP9X,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;PLP;PQQ;THF;ascorbic_acid;biotin,9,no_prediction,False,0.0
Q9UMW8,USP18,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PQQ,3,no_prediction,False,0.0
O00507,USP9Y,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FAD;MeB12;PLP;PQQ;THF;ascorbic_acid,6,no_prediction,False,0.0
Q9P275,USP36,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;NADPH,3,no_prediction,False,0.0
O75604,USP2,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,PQQ,1,no_prediction,False,0.0
P0C7H9,USP17L7,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,,0,no_prediction,True,0.0
Q9Y2K6,USP20,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,PQQ,1,no_prediction,False,0.0
Q8TEY7,USP33,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,PQQ,1,no_prediction,False,0.0
Q9UHP3,USP25,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN,3,no_prediction,False,0.0
Q96RU2,USP28,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,CoA;FAD;FMN;MeB12;PQQ;ascorbic_acid,6,no_prediction,False,0.0
P40818,USP8,Ubiquitin-specific protease / DUB (USP7),macromolecule(ubiquitin),,not_applicable,no defined small-molecule cofactor,,FAD;FMN;PLP;PQQ;THF,5,no_prediction,False,0.0
